1,1,890.11,271.87,111.90,249.23,0.89,-1,-1,-1
1,2,389.10,299.84,55.95,172.94,0.86,-1,-1,-1
1,3,966.40,284.58,101.73,223.80,0.86,-1,-1,-1
1,4,284.83,289.67,81.38,193.28,0.81,-1,-1,-1
1,5,490.83,310.01,25.43,71.21,0.65,-1,-1,-1
1,6,480.66,310.01,25.43,71.21,0.60,-1,-1,-1
1,7,836.70,294.76,25.43,71.21,0.55,-1,-1,-1
1,8,437.42,310.01,40.69,122.07,0.40,-1,-1,-1
1,12,1235.98,266.78,40.69,167.85,0.31,-1,-1,-1
1,13,457.77,317.64,30.52,86.47,0.26,-1,-1,-1
1,15,358.59,302.39,25.43,66.12,0.23,-1,-1,-1
1,16,724.80,294.76,35.60,91.55,0.19,-1,-1,-1
2,1,895.49,277.83,110.22,245.40,0.89,-1,-1,-1
2,2,389.16,299.85,55.95,172.94,0.84,-1,-1,-1
2,3,967.94,290.64,99.96,219.82,0.84,-1,-1,-1
2,4,289.61,295.53,79.72,189.47,0.81,-1,-1,-1
2,5,490.83,310.01,25.43,71.21,0.60,-1,-1,-1
2,6,482.20,314.43,22.35,62.38,0.55,-1,-1,-1
2,7,836.70,290.34,25.43,71.21,0.40,-1,-1,-1
2,8,436.88,308.03,41.98,126.04,0.50,-1,-1,-1
2,12,1231.49,264.83,41.91,171.77,0.26,-1,-1,-1
2,13,457.85,313.70,30.54,86.52,0.23,-1,-1,-1
2,15,358.59,302.39,25.43,66.12,0.23,-1,-1,-1
2,16,727.04,296.71,31.16,79.81,0.26,-1,-1,-1
3,1,899.09,279.75,113.11,251.66,0.89,-1,-1,-1
3,2,387.96,292.35,58.28,180.44,0.84,-1,-1,-1
3,3,970.27,288.75,102.63,226.14,0.81,-1,-1,-1
3,4,291.25,297.52,79.10,188.19,0.81,-1,-1,-1
3,5,490.83,310.01,25.43,71.21,0.65,-1,-1,-1
3,6,480.97,310.99,24.81,69.26,0.60,-1,-1,-1
3,7,836.70,293.55,25.43,71.21,0.50,-1,-1,-1
3,8,436.54,303.68,42.53,127.38,0.50,-1,-1,-1
3,12,1229.76,264.15,42.63,173.11,0.19,-1,-1,-1
3,13,459.07,319.85,28.00,79.05,0.19,-1,-1,-1
3,14,600.21,328.18,71.21,58.13,0.26,-1,-1,-1
3,15,358.59,302.39,25.43,66.12,0.23,-1,-1,-1
3,16,724.78,297.38,35.68,91.88,0.40,-1,-1,-1
3,17,679.05,287.13,25.38,66.12,0.40,-1,-1,-1
3,18,867.22,288.14,25.43,76.29,0.19,-1,-1,-1
4,1,903.75,280.19,114.58,254.31,0.86,-1,-1,-1
4,2,387.54,289.50,59.10,183.31,0.84,-1,-1,-1
4,3,974.96,287.93,103.09,228.54,0.81,-1,-1,-1
4,4,291.64,298.07,79.01,187.78,0.81,-1,-1,-1
4,5,490.83,310.01,25.43,71.21,0.70,-1,-1,-1
4,6,481.26,308.15,24.23,67.44,0.60,-1,-1,-1
4,7,836.70,294.64,25.43,71.21,0.45,-1,-1,-1
4,8,436.87,307.33,41.85,124.26,0.45,-1,-1,-1
4,12,1232.15,256.91,42.96,173.49,0.23,-1,-1,-1
4,13,459.47,322.34,27.13,76.24,0.19,-1,-1,-1
4,15,358.59,302.39,25.43,66.12,0.19,-1,-1,-1
4,16,724.11,297.59,36.99,95.92,0.45,-1,-1,-1
4,17,679.05,287.11,25.39,66.13,0.31,-1,-1,-1
4,18,867.22,287.36,25.43,76.29,0.19,-1,-1,-1
5,1,905.41,280.22,115.13,255.28,0.89,-1,-1,-1
5,2,387.33,288.56,59.49,184.26,0.84,-1,-1,-1
5,3,977.71,289.29,101.28,225.93,0.74,-1,-1,-1
5,4,290.85,292.97,80.65,191.15,0.84,-1,-1,-1
5,5,491.46,311.89,24.18,67.46,0.70,-1,-1,-1
5,6,481.37,311.01,24.00,66.60,0.45,-1,-1,-1
5,7,836.70,291.19,25.43,71.21,0.45,-1,-1,-1
5,8,433.01,303.83,42.67,126.31,0.55,-1,-1,-1
5,12,1233.86,260.87,42.88,173.54,0.23,-1,-1,-1
5,13,459.52,323.15,26.99,75.44,0.16,-1,-1,-1
5,14,601.67,330.51,68.24,57.40,0.26,-1,-1,-1
5,16,724.56,295.97,36.09,94.13,0.35,-1,-1,-1
5,17,679.12,287.13,25.24,66.11,0.14,-1,-1,-1
5,18,865.95,283.14,27.98,84.21,0.16,-1,-1,-1
5,19,623.08,294.76,25.43,50.86,0.19,-1,-1,-1
6,1,909.18,280.01,115.28,255.93,0.89,-1,-1,-1
6,2,388.35,294.91,57.45,177.93,0.86,-1,-1,-1
6,3,978.45,288.10,100.91,228.50,0.77,-1,-1,-1
6,4,291.12,295.82,79.94,189.26,0.81,-1,-1,-1
6,5,491.02,310.65,25.06,69.94,0.65,-1,-1,-1
6,6,480.77,310.20,25.21,69.97,0.60,-1,-1,-1
6,7,836.70,293.64,25.43,71.21,0.50,-1,-1,-1
6,8,430.80,304.11,44.37,130.46,0.60,-1,-1,-1
6,12,1232.38,300.78,33.98,130.39,0.19,-1,-1,-1
6,13,459.47,323.36,27.09,75.29,0.12,-1,-1,-1
6,16,724.85,295.23,35.50,93.17,0.26,-1,-1,-1
6,17,679.11,287.13,25.25,66.12,0.31,-1,-1,-1
6,18,865.59,281.81,28.68,86.71,0.26,-1,-1,-1
6,19,623.08,294.76,25.43,50.86,0.26,-1,-1,-1
7,1,910.21,281.41,116.07,259.48,0.84,-1,-1,-1
7,2,387.83,294.51,58.48,181.62,0.86,-1,-1,-1
7,3,980.99,285.77,102.44,233.38,0.81,-1,-1,-1
7,4,294.31,297.01,79.98,188.45,0.81,-1,-1,-1
7,5,491.45,312.01,24.19,67.22,0.65,-1,-1,-1
7,6,480.57,309.93,25.60,71.11,0.55,-1,-1,-1
7,7,836.70,294.51,25.43,71.21,0.50,-1,-1,-1
7,8,430.96,307.51,42.98,125.69,0.55,-1,-1,-1
7,12,1231.73,318.53,29.98,111.24,0.16,-1,-1,-1
7,13,458.26,313.28,29.51,82.07,0.16,-1,-1,-1
7,14,593.51,315.99,78.19,69.05,0.26,-1,-1,-1
7,16,725.05,294.90,35.06,92.63,0.31,-1,-1,-1
7,18,866.00,279.69,27.83,84.33,0.19,-1,-1,-1
7,19,619.19,294.76,25.29,50.86,0.23,-1,-1,-1
8,1,917.52,281.94,114.98,260.84,0.86,-1,-1,-1
8,2,387.65,294.39,58.77,183.08,0.86,-1,-1,-1
8,3,983.16,286.30,100.92,231.78,0.84,-1,-1,-1
8,4,295.46,297.47,80.21,188.12,0.81,-1,-1,-1
