1,1,1130.31,257.03,122.75,235.27,0.92,-1,-1,-1
1,2,166.22,300.50,76.72,168.78,0.86,-1,-1,-1
1,3,854.13,308.17,51.15,132.98,0.86,-1,-1,-1
1,4,0.00,139.39,71.60,470.54,0.86,-1,-1,-1
2,1,1128.06,256.72,123.51,236.74,0.92,-1,-1,-1
2,2,166.83,300.49,76.73,168.80,0.86,-1,-1,-1
2,3,855.58,307.96,51.21,133.14,0.86,-1,-1,-1
2,4,4.46,139.34,71.52,470.02,0.86,-1,-1,-1
3,1,1126.56,256.31,124.66,238.94,0.92,-1,-1,-1
3,2,167.19,300.44,76.83,169.03,0.86,-1,-1,-1
3,3,856.45,307.68,51.39,133.60,0.86,-1,-1,-1
3,4,6.92,138.71,71.64,470.80,0.86,-1,-1,-1
4,1,1125.09,256.12,125.93,241.36,0.92,-1,-1,-1
4,2,167.48,300.20,76.98,169.35,0.86,-1,-1,-1
4,3,857.41,307.30,51.55,134.03,0.86,-1,-1,-1
4,4,9.06,137.84,71.76,471.54,0.86,-1,-1,-1
5,1,1123.48,256.03,126.41,242.29,0.92,-1,-1,-1
5,2,168.15,299.96,77.13,169.69,0.86,-1,-1,-1
5,3,858.71,307.13,51.64,134.27,0.86,-1,-1,-1
5,4,12.42,134.24,72.36,475.52,0.86,-1,-1,-1
6,1,1122.66,255.95,126.78,242.99,0.92,-1,-1,-1
6,2,168.50,299.66,77.35,170.17,0.86,-1,-1,-1
6,3,859.32,306.92,51.79,134.65,0.86,-1,-1,-1
6,4,14.26,133.57,72.43,475.96,0.86,-1,-1,-1
7,1,1121.89,256.28,126.52,242.49,0.92,-1,-1,-1
7,2,169.02,299.17,77.67,170.88,0.86,-1,-1,-1
7,3,860.40,306.75,51.74,134.54,0.86,-1,-1,-1
7,4,16.73,131.37,72.78,478.25,0.86,-1,-1,-1
8,1,1124.84,257.01,123.18,236.48,0.92,-1,-1,-1
8,2,175.68,306.09,74.89,165.32,0.86,-1,-1,-1
8,3,866.46,301.98,52.75,137.26,0.78,-1,-1,-1
8,4,16.10,157.37,70.13,456.43,0.92,-1,-1,-1
9,1,1123.95,257.21,123.77,237.61,0.92,-1,-1,-1
9,2,176.17,306.02,74.91,165.37,0.86,-1,-1,-1
9,3,867.09,301.96,52.80,137.37,0.78,-1,-1,-1
9,4,17.98,157.45,70.08,456.14,0.92,-1,-1,-1
10,1,1123.31,258.23,123.79,237.65,0.92,-1,-1,-1
10,2,176.76,306.04,74.85,165.23,0.86,-1,-1,-1
10,3,868.03,301.80,52.98,137.85,0.78,-1,-1,-1
10,4,20.65,157.40,70.05,455.91,0.92,-1,-1,-1
11,1,1122.78,258.20,124.20,238.44,0.92,-1,-1,-1
11,2,177.11,305.93,74.91,165.36,0.86,-1,-1,-1
11,3,868.73,301.63,53.17,138.33,0.78,-1,-1,-1
11,4,22.29,157.13,70.06,456.00,0.92,-1,-1,-1
12,1,1122.37,257.67,124.70,239.40,0.92,-1,-1,-1
12,2,177.53,305.85,74.96,165.48,0.86,-1,-1,-1
12,3,869.51,301.67,53.18,138.37,0.78,-1,-1,-1
12,4,23.96,156.84,70.08,456.12,0.92,-1,-1,-1
13,1,1121.88,256.41,125.38,240.70,0.92,-1,-1,-1
13,2,177.97,305.85,74.91,165.37,0.86,-1,-1,-1
13,3,870.64,301.70,53.15,138.30,0.78,-1,-1,-1
13,4,26.40,155.83,70.26,457.33,0.92,-1,-1,-1
14,1,1121.44,255.61,125.95,241.80,0.92,-1,-1,-1
14,2,178.53,305.38,75.29,166.21,0.86,-1,-1,-1
14,3,871.41,301.81,53.09,138.14,0.78,-1,-1,-1
14,4,27.12,154.96,70.42,458.37,0.92,-1,-1,-1
15,1,1112.59,258.39,124.62,240.22,0.86,-1,-1,-1
15,2,185.76,302.55,75.02,167.49,0.78,-1,-1,-1
15,3,872.74,302.11,54.78,142.06,0.65,-1,-1,-1
15,4,25.42,157.67,71.71,457.21,0.92,-1,-1,-1
16,1,1112.09,257.92,125.17,241.27,0.86,-1,-1,-1
16,2,186.31,302.26,75.23,167.97,0.78,-1,-1,-1
16,3,873.50,302.27,54.65,141.74,0.65,-1,-1,-1
16,4,30.14,157.98,71.57,456.34,0.92,-1,-1,-1
17,1,1111.60,257.48,125.68,242.26,0.86,-1,-1,-1
17,2,186.77,301.87,75.43,168.41,0.78,-1,-1,-1
17,3,874.39,302.45,54.52,141.39,0.65,-1,-1,-1
17,4,35.94,158.14,71.35,454.92,0.92,-1,-1,-1
18,1,1110.73,256.80,126.56,243.96,0.86,-1,-1,-1
18,2,187.49,301.43,75.70,169.01,0.78,-1,-1,-1
18,3,875.65,302.48,54.49,141.33,0.65,-1,-1,-1
18,4,46.21,158.43,70.82,451.54,0.92,-1,-1,-1
19,1,1110.07,256.49,127.17,245.12,0.86,-1,-1,-1
19,2,187.92,301.02,75.98,169.65,0.78,-1,-1,-1
19,3,876.36,302.51,54.44,141.19,0.65,-1,-1,-1
19,4,52.14,158.46,70.65,450.49,0.92,-1,-1,-1
20,1,1109.41,256.34,127.32,245.41,0.86,-1,-1,-1
20,2,188.57,300.27,76.54,170.89,0.78,-1,-1,-1
20,3,877.47,302.60,54.45,141.20,0.65,-1,-1,-1
20,4,60.59,158.63,70.47,449.32,0.92,-1,-1,-1
21,1,1108.85,255.80,127.96,246.66,0.86,-1,-1,-1
21,2,189.11,300.06,76.72,171.29,0.78,-1,-1,-1
21,3,878.26,302.80,54.36,140.98,0.65,-1,-1,-1
21,4,65.55,158.80,70.48,449.39,0.92,-1,-1,-1
22,1,1092.43,255.37,127.86,248.72,0.86,-1,-1,-1
22,2,199.86,300.77,75.70,168.93,0.86,-1,-1,-1
22,3,882.67,304.24,54.08,139.96,0.78,-1,-1,-1
22,4,47.68,159.67,73.31,445.70,0.96,-1,-1,-1
23,1,1091.81,255.87,127.94,248.88,0.86,-1,-1,-1
23,2,200.89,300.88,75.63,168.76,0.86,-1,-1,-1
23,3,883.34,304.41,54.00,139.75,0.78,-1,-1,-1
23,4,53.95,159.61,73.37,446.12,0.96,-1,-1,-1
24,1,1091.02,255.72,128.69,250.35,0.86,-1,-1,-1
